score_id,instruction_id,student_id,final_score,final_score_4,academic_rank,is_practice,last_modified_date,etl_date
15276,474,20078291,9.8,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15277,474,20107161,10.0,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15278,474,20049891,10.0,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15279,474,20018991,9.6,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15280,474,20073991,9.8,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15281,474,20103231,10.0,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15282,474,20045391,10.0,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15283,474,20116351,10.0,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15284,474,20032501,9.7,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15285,474,20120721,0.0,0.0,F,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15286,474,20056951,0.0,0.0,F,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15287,474,20105361,9.7,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15288,474,20102201,9.4,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15289,474,20122431,9.1,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15290,474,20011661,10.0,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15291,474,20082051,9.6,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15292,474,20028151,9.0,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15293,474,20099181,9.5,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15294,474,20036171,9.9,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15295,474,20036941,9.6,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15296,474,20000911,9.8,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15297,474,20081001,9.1,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15298,474,20029141,10.0,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15299,474,20043131,9.7,4.0,A+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15300,475,20033951,7.5,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15301,475,20018991,7.7,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15302,475,20101981,7.2,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15303,475,20073991,7.4,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15304,475,20087481,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15305,475,20079741,6.4,2.0,C,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15306,475,20020761,7.7,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15307,475,20016701,7.0,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15308,475,20011661,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15309,475,20107161,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15310,475,20079071,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15311,475,20101671,7.1,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15312,475,20057961,8.3,3.5,B+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15313,475,20047761,6.6,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15314,475,20052221,6.5,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15315,475,20101811,7.2,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15316,475,20099181,6.1,2.0,C,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15317,475,20081001,7.4,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15318,475,20105141,6.8,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15319,475,20028151,7.0,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15320,475,20043131,6.7,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15321,475,20103231,8.3,3.5,B+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15322,475,20057571,7.0,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15323,475,20104821,7.3,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15324,475,20056951,8.3,3.5,B+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15325,475,20036941,7.0,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15326,475,20045061,6.5,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15327,475,20052491,6.3,2.0,C,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15328,475,20082051,6.3,2.0,C,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15329,475,20036171,7.5,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15330,475,20032501,7.6,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15331,475,20047711,6.8,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15332,475,20029141,7.1,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15333,475,20000831,6.6,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15334,475,20048721,6.4,2.0,C,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15335,475,20083601,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15336,475,20025031,6.6,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15337,475,20079601,7.2,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15338,475,20072291,6.8,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15339,475,20050361,7.2,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15340,475,20028461,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15341,475,20078291,6.8,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15342,475,20045391,7.1,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15343,475,20030031,6.7,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15344,475,20074861,7.7,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15345,475,20116351,7.4,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15346,475,20049891,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15347,475,20053181,7.8,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15348,475,20122431,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15349,475,20022711,6.1,2.0,C,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15350,475,20020541,6.4,2.0,C,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15351,475,20122031,6.0,2.0,C,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15352,475,20120721,7.5,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15353,475,20101511,7.3,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15354,475,20098431,6.7,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15355,475,20051051,7.7,3.0,B,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15356,475,20070711,6.6,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15357,475,20105361,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15358,475,20000911,6.5,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15359,475,20102201,6.9,2.5,C+,False,2020-12-01 00:00:00.000000,2020-12-08 00:00:00.000000
15360,476,20101811,7.9,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15361,476,20122431,7.9,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15362,476,20049891,8.7,3.8,A,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15363,476,20020541,9.0,4.0,A+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15364,476,20099181,7.6,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15365,476,20057961,8.4,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15366,476,20087481,8.2,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15367,476,20053181,7.4,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15368,476,20083601,6.9,2.5,C+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15369,476,20051051,7.6,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15370,476,20098431,7.9,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15371,476,20025031,7.4,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15372,476,20050361,8.0,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15373,476,20052221,7.8,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15374,476,20082051,8.2,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15375,476,20048721,6.8,2.5,C+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15376,476,20045391,8.0,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15377,476,20029141,7.0,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15378,476,20074861,0.0,0.0,F,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15379,476,20078291,7.7,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15380,476,20000831,8.3,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15381,476,20105361,8.0,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15382,476,20036171,8.3,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15383,476,20020761,7.3,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15384,476,20079741,9.0,4.0,A+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15385,476,20047761,7.3,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15386,476,20022711,7.7,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15387,476,20043131,8.3,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15388,476,20070711,8.0,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15389,476,20052491,6.8,2.5,C+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15390,476,20116351,8.2,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15391,476,20102201,7.2,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15392,476,20000911,7.4,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15393,476,20018991,7.9,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15394,476,20030031,7.1,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15395,476,20032501,6.9,2.5,C+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15396,476,20101671,7.9,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15397,476,20011661,8.3,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15398,476,20103231,7.9,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15399,476,20036941,8.1,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15400,476,20033951,6.4,2.0,C,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15401,476,20057571,7.6,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15402,476,20028461,8.3,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15403,476,20107161,7.6,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15404,476,20122031,7.5,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15405,476,20056951,8.7,3.8,A,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15406,476,20079071,7.1,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15407,476,20045061,7.8,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15408,476,20104821,7.8,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15409,476,20072291,8.1,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15410,476,20101981,7.7,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15411,476,20016701,7.5,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15412,476,20073991,7.8,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15413,476,20081001,7.6,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15414,476,20120721,8.0,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15415,476,20079601,7.0,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15416,476,20101511,7.3,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15417,476,20028151,8.0,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15418,476,20105141,8.1,3.5,B+,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15419,476,20047711,7.7,3.0,B,False,2020-12-02 00:00:00.000000,2020-12-09 00:00:00.000000
15420,477,20047711,9.9,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15421,477,20098431,9.6,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15422,477,20047761,9.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15423,477,20048721,9.9,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15424,477,20122031,9.4,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15425,477,20101671,9.1,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15426,477,20070711,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15427,477,20057961,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15428,477,20052491,9.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15429,477,20030031,0.0,0.0,F,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15430,477,20033951,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15431,477,20074861,9.1,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15432,477,20122431,9.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15433,477,20078291,9.2,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15434,477,20079601,9.3,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15435,477,20029141,9.7,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15436,477,20079071,9.9,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15437,477,20081001,9.4,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15438,477,20032501,9.4,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15439,477,20103231,9.8,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15440,477,20020541,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15441,477,20101511,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15442,477,20022711,9.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15443,477,20016701,8.9,3.8,A,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15444,477,20049891,9.6,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15445,477,20083601,9.5,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15446,477,20000831,9.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15447,477,20057571,8.5,3.8,A,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15448,477,20036171,9.5,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15449,477,20099181,9.7,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15450,477,20045391,9.7,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15451,477,20036941,9.3,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15452,477,20105361,9.8,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15453,477,20104821,8.8,3.8,A,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15454,477,20105141,9.8,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15455,477,20045061,9.4,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15456,477,20000911,9.9,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15457,477,20120721,9.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15458,477,20056951,9.5,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15459,477,20073991,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15460,477,20051051,9.8,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15461,477,20011661,9.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15462,477,20079741,9.9,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15463,477,20025031,8.9,3.8,A,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15464,477,20050361,9.1,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15465,477,20053181,9.9,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15466,477,20018991,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15467,477,20020761,9.8,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15468,477,20052221,9.7,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15469,477,20028151,8.9,3.8,A,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15470,477,20028461,9.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15471,477,20072291,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15472,477,20107161,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15473,477,20087481,9.4,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15474,477,20116351,8.7,3.8,A,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15475,477,20043131,9.4,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15476,477,20101811,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15477,477,20082051,10.0,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15478,477,20101981,9.2,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15479,477,20102201,9.6,4.0,A+,False,2020-12-08 00:00:00.000000,2020-12-15 00:00:00.000000
15480,478,20033951,8.8,3.8,A,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15481,478,20122431,8.8,3.8,A,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15482,478,20070711,8.0,3.5,B+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15483,478,20022711,8.5,3.8,A,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15484,478,20073991,9.1,4.0,A+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15485,478,20057571,8.9,3.8,A,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15486,478,20102201,8.1,3.5,B+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15487,478,20018991,8.8,3.8,A,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15488,478,20030031,7.6,3.0,B,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15489,478,20101671,8.0,3.5,B+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15490,478,20079071,8.5,3.8,A,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15491,478,20047761,8.4,3.5,B+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15492,478,20052491,7.8,3.0,B,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15493,478,20101981,8.2,3.5,B+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15494,478,20079601,8.5,3.8,A,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15495,478,20049891,8.3,3.5,B+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15496,478,20032501,8.3,3.5,B+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15497,478,20078291,8.7,3.8,A,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
15498,478,20074861,8.3,3.5,B+,False,2020-12-06 00:00:00.000000,2020-12-13 00:00:00.000000
