student_id,enrollment_id,enrollment_time
20098431,478,2020-07-01 18:25:32
20028151,478,2020-07-02 13:04:50
20053181,479,2020-07-14 00:22:35
20029141,479,2020-07-11 15:56:04
20047711,479,2020-07-21 15:28:29
20116351,479,2020-07-06 23:56:08
20036941,479,2020-07-14 09:24:01
20104821,479,2020-07-19 20:40:28
20098431,479,2020-07-13 19:12:25
20101811,479,2020-07-15 08:51:44
20081001,479,2020-07-11 07:22:39
20020761,479,2020-07-09 02:17:21
20087481,479,2020-07-12 05:09:42
20079741,479,2020-07-01 15:37:00
20122031,479,2020-07-13 15:29:57
20107161,479,2020-07-13 05:53:17
20047761,479,2020-07-12 01:16:59
20051051,479,2020-07-08 23:37:33
20105361,479,2020-07-09 04:17:21
20049891,479,2020-07-03 08:38:30
20050361,479,2020-07-17 00:08:27
20122431,479,2020-07-09 04:57:47
20079601,479,2020-07-01 21:27:26
20056951,479,2020-07-11 13:33:33
20057961,479,2020-07-15 06:53:10
20101981,479,2020-07-05 16:57:53
20101511,479,2020-07-18 06:24:02
20036171,479,2020-07-13 04:16:33
20079071,479,2020-07-08 10:01:48
20078291,479,2020-07-10 20:18:08
20057571,479,2020-07-04 08:14:08
20028461,479,2020-07-15 04:01:22
20011661,479,2020-07-15 01:28:07
20045391,479,2020-07-10 09:12:47
20045061,479,2020-07-14 14:24:36
20048721,479,2020-07-16 04:12:16
20099181,479,2020-07-21 19:16:05
20082051,479,2020-07-07 12:26:10
20032501,479,2020-07-05 20:16:32
20020541,479,2020-07-12 19:58:15
20102201,479,2020-07-17 18:32:18
20000831,479,2020-07-12 03:05:26
20033951,479,2020-07-12 07:16:32
20072291,479,2020-07-20 14:38:07
20052221,479,2020-07-20 18:27:05
20103231,479,2020-07-22 03:43:27
20073991,479,2020-07-10 13:30:34
20022711,479,2020-07-05 14:30:58
20016701,479,2020-07-10 04:46:05
20120721,479,2020-07-16 03:13:47
20043131,479,2020-07-03 20:00:50
20018991,479,2020-07-16 01:10:43
20028151,479,2020-07-22 00:12:38
20025031,479,2020-07-20 12:08:57
20070711,479,2020-07-08 00:31:59
20101671,479,2020-07-09 15:28:19
20000911,479,2020-07-05 01:30:56
20083601,479,2020-07-16 14:14:15
20105141,479,2020-07-21 08:35:26
20052491,479,2020-07-13 22:35:59
20030031,479,2020-07-04 10:45:44
20074861,479,2020-07-12 15:31:35
20032501,520,2020-11-28 14:15:26
20101511,520,2020-12-15 01:02:37
20047761,520,2020-12-04 20:14:32
20025031,520,2020-12-20 23:21:52
20082051,520,2020-12-09 12:09:38
20074861,520,2020-11-28 23:37:00
20056951,520,2020-12-14 12:19:12
20101671,520,2020-12-23 22:13:39
20028151,520,2020-12-24 22:48:49
20079601,520,2020-12-01 01:46:06
20098431,520,2020-12-16 22:17:34
20020541,520,2020-12-11 09:43:27
20102201,520,2020-12-16 08:14:38
20105141,520,2020-12-11 04:26:04
20101981,520,2020-12-19 01:30:05
20020761,520,2020-12-11 17:44:07
20078291,520,2020-12-07 14:06:47
20052491,520,2020-12-18 16:06:19
20050361,520,2020-11-29 03:03:50
20036941,520,2020-12-03 23:32:23
20033951,520,2020-12-07 17:23:39
20022711,520,2020-12-08 19:24:17
20120721,520,2020-12-15 01:35:48
20048721,520,2020-12-17 20:54:27
20101811,520,2020-11-29 08:14:08
20030031,520,2020-12-14 22:47:32
20043131,520,2020-12-18 05:47:21
20087481,520,2020-12-20 22:42:26
20116351,520,2020-12-22 06:55:09
20016701,520,2020-12-19 12:20:17
20057961,520,2020-12-16 03:13:21
20045061,520,2020-12-03 04:51:11
20103231,520,2020-12-17 21:49:38
20000831,520,2020-12-09 08:56:22
20051051,520,2020-12-19 05:55:24
20029141,520,2020-11-28 11:53:35
20083601,520,2020-12-16 09:26:29
20070711,520,2020-11-29 21:37:20
20072291,520,2020-12-20 03:48:20
20011661,520,2020-12-08 17:25:49
20081001,520,2020-12-12 14:10:13
20052221,520,2020-12-08 05:25:03
20105361,520,2020-11-29 04:41:56
20049891,520,2020-12-09 22:15:56
20000911,520,2020-12-10 00:09:06
20045391,520,2020-12-18 21:11:14
20018991,520,2020-12-18 02:06:17
20104821,520,2020-12-24 20:24:02
20073991,520,2020-12-13 21:55:24
20028461,520,2020-12-22 08:24:03
20122031,520,2020-12-12 18:10:55
20047711,520,2020-12-19 17:22:00
20057571,520,2020-12-16 07:51:35
20053181,520,2020-12-15 09:35:05
20122431,520,2020-12-18 00:31:36
20036171,520,2020-12-20 16:30:44
20099181,520,2020-12-10 21:30:31
20079741,520,2020-12-05 21:47:45
20079071,520,2020-12-14 12:16:48
20107161,520,2020-12-08 06:12:43
20011661,521,2020-12-01 13:31:38
20073991,521,2020-11-28 17:55:43
20025031,521,2020-11-29 03:24:44
20122431,521,2020-12-16 12:35:14
20047761,521,2020-12-14 21:17:07
20057961,521,2020-12-18 12:23:40
20022711,521,2020-12-10 11:56:01
20030031,521,2020-12-14 01:22:06
20120721,521,2020-12-01 12:14:08
20105361,521,2020-12-05 17:42:53
20101811,521,2020-12-11 02:14:28
20101511,521,2020-12-06 02:30:49
20081001,521,2020-11-30 02:35:22
20107161,521,2020-12-18 17:46:34
20101981,521,2020-12-10 04:11:30
20083601,521,2020-12-03 13:18:46
20036171,521,2020-12-03 15:09:16
20020761,521,2020-12-06 07:09:37
20087481,521,2020-12-18 05:54:46
20056951,521,2020-12-09 21:32:45
20082051,521,2020-12-16 04:46:56
20048721,521,2020-12-12 03:21:52
20029141,521,2020-12-07 19:53:57
20078291,521,2020-12-17 15:13:20
20047711,521,2020-12-11 16:01:13
20099181,521,2020-11-25 06:53:12
20098431,521,2020-12-03 13:14:01
20033951,521,2020-12-08 06:44:52
20020541,521,2020-12-13 07:21:33
20043131,521,2020-12-16 17:41:40
20018991,521,2020-11-25 21:55:32
20053181,521,2020-11-29 18:58:15
20070711,521,2020-12-13 11:39:03
20000911,521,2020-12-13 19:56:33
20103231,521,2020-12-07 07:22:20
20074861,521,2020-11-25 15:05:32
20104821,521,2020-12-09 08:23:46
20032501,521,2020-12-01 17:14:57
20049891,521,2020-12-12 23:05:15
20057571,521,2020-12-04 09:47:44
20036941,521,2020-12-08 03:20:15
20028461,521,2020-12-04 09:54:03
20122031,521,2020-12-12 07:34:01
20079071,521,2020-12-09 14:31:06
20045061,521,2020-12-19 18:19:18
20079741,521,2020-12-04 22:13:43
20051051,521,2020-12-19 20:37:19
20052221,521,2020-11-29 16:41:37
20052491,521,2020-12-03 12:39:19
20016701,521,2020-11-28 07:52:17
20101671,521,2020-12-11 03:22:09
20102201,521,2020-12-07 13:07:20
20028151,521,2020-12-06 05:52:44
20105141,521,2020-12-17 13:36:53
20000831,521,2020-12-08 07:44:35
20050361,521,2020-11-25 13:52:52
20116351,521,2020-12-13 23:20:34
20072291,521,2020-12-02 15:33:48
20045391,521,2020-11-29 17:31:28
20079601,521,2020-11-28 13:33:03
20082051,522,2020-12-11 15:48:11
20087481,522,2020-12-08 23:38:08
20052221,522,2020-11-28 19:06:58
20045391,522,2020-11-27 10:47:54
20028461,522,2020-11-26 04:36:11
20047761,522,2020-11-29 06:00:37
20036171,522,2020-12-07 00:24:41
20050361,522,2020-11-28 00:28:57
20045061,522,2020-12-03 00:09:32
20098431,522,2020-11-26 00:36:20
20079741,522,2020-11-26 15:17:26
20029141,522,2020-12-11 05:06:52
20116351,522,2020-12-02 13:57:34
20043131,522,2020-12-04 04:31:21
20120721,522,2020-12-10 02:37:45
20072291,522,2020-11-28 02:22:49
20028151,522,2020-12-01 18:11:04
20011661,522,2020-11-25 16:07:33
20033951,522,2020-12-09 03:17:27
20102201,522,2020-12-06 10:37:59
20101981,522,2020-11-30 19:24:19
20105361,522,2020-11-22 10:12:23
20101511,522,2020-12-01 18:11:12
20070711,522,2020-11-23 09:42:53
20105141,522,2020-11-22 12:19:39
20020541,522,2020-12-10 02:05:40
20018991,522,2020-11-27 00:19:47
20022711,522,2020-11-25 19:44:09
20083601,522,2020-12-12 13:18:09
20048721,522,2020-12-09 06:34:45
20020761,522,2020-11-22 23:37:18
20081001,522,2020-12-06 12:02:32
20032501,522,2020-12-04 08:08:21
20074861,522,2020-12-03 11:56:11
20079601,522,2020-11-22 19:16:02
20053181,522,2020-11-30 16:53:10
20107161,522,2020-11-26 00:19:48
20101811,522,2020-12-10 09:02:39
20104821,522,2020-12-01 19:35:30
20078291,522,2020-12-05 15:38:44
20000831,522,2020-12-09 13:09:40
20047711,522,2020-12-11 19:50:36
20051051,522,2020-11-28 03:49:29
20000911,522,2020-12-03 03:00:38
20099181,522,2020-11-30 05:49:37
20057961,522,2020-11-25 11:48:06
20079071,522,2020-12-02 02:14:52
20073991,522,2020-11-25 23:03:35
20030031,522,2020-11-27 05:46:25
20057571,522,2020-12-04 21:25:55
20056951,522,2020-12-11 00:40:54
20101671,522,2020-12-06 12:57:14
20049891,522,2020-11-24 23:41:26
20122031,522,2020-11-25 17:56:01
20122431,522,2020-12-11 09:03:18
20052491,522,2020-12-01 02:36:57
20103231,522,2020-12-07 05:42:17
20036941,522,2020-12-06 00:32:53
20016701,522,2020-11-28 22:32:13
20025031,522,2020-11-29 09:51:54
19349651,527,2020-12-06 21:04:57
19352111,527,2020-12-07 10:38:17
19352021,527,2020-11-30 15:14:29
19352021,528,2020-12-18 00:02:34
19352111,528,2020-12-06 04:04:01
19349651,528,2020-12-10 03:05:14
19352111,529,2020-12-04 15:38:21
19352021,529,2020-12-21 14:43:14
19349651,529,2020-12-08 16:12:24
20101671,588,2021-07-04 17:43:29
20122031,588,2021-07-05 05:26:33
20105141,588,2021-07-07 11:25:52
20122431,588,2021-07-10 01:49:55
20120721,588,2021-07-16 17:02:21
20020541,588,2021-07-11 15:18:20
20053181,588,2021-07-14 10:56:53
20000911,588,2021-07-15 02:46:47
20101511,588,2021-07-06 16:59:56
20045391,588,2021-07-11 17:04:08
20116351,588,2021-07-12 08:35:16
20052221,588,2021-07-15 09:55:26
20036171,588,2021-07-10 12:00:07
20072291,588,2021-06-30 18:12:54
20018991,588,2021-07-21 02:02:11
20045061,588,2021-07-02 06:45:38
20082051,588,2021-06-30 01:48:04
20105361,588,2021-07-05 22:37:53
20078291,588,2021-07-07 20:43:11
20029141,588,2021-07-04 00:28:19
20073991,588,2021-07-03 13:15:02
20087481,588,2021-07-12 00:28:10
20030031,588,2021-07-11 03:44:47
20052491,588,2021-07-14 04:36:21
20047711,588,2021-07-14 21:13:43
20101981,588,2021-07-22 01:57:42
20048721,588,2021-07-10 14:11:34
20079071,588,2021-06-30 22:48:42
20101811,588,2021-07-18 01:33:29
20102201,588,2021-07-14 08:56:54
20047761,588,2021-07-08 20:40:17
20079601,588,2021-07-13 03:16:25
20083601,588,2021-07-16 21:46:40
20011661,588,2021-07-10 02:35:22
20043131,588,2021-07-23 20:05:41
20107161,588,2021-07-22 23:42:48
20028461,588,2021-07-03 16:02:39
20056951,588,2021-07-04 23:38:09
20028151,588,2021-07-21 21:59:36
20070711,588,2021-07-08 09:32:30
20016701,588,2021-07-20 23:27:15
20057961,588,2021-07-07 12:07:59
20057571,588,2021-06-30 18:05:38
20020761,588,2021-07-20 22:38:55
20033951,588,2021-07-02 11:21:54
20025031,588,2021-07-16 22:11:24
20104821,588,2021-07-15 19:40:44
20022711,588,2021-07-17 01:45:16
20050361,588,2021-07-01 07:40:33
20103231,588,2021-07-08 20:51:52
20079741,588,2021-07-21 03:56:40
20049891,588,2021-07-01 12:28:26
20098431,588,2021-07-16 13:26:10
20051051,588,2021-07-23 20:06:52
20036941,588,2021-07-23 05:41:25
20081001,588,2021-07-10 12:15:25
20099181,588,2021-07-08 14:00:38
20000831,588,2021-07-20 19:43:02
20032501,588,2021-07-08 14:03:38
20074861,588,2021-07-08 08:00:24
20048721,589,2021-07-10 23:20:05
20120721,589,2021-07-21 04:16:33
20116351,589,2021-07-12 06:10:24
20011661,589,2021-07-15 07:07:06
20000911,589,2021-07-11 00:25:39
20049891,589,2021-07-12 17:29:42
20047761,589,2021-07-05 02:49:08
20105361,589,2021-07-07 07:56:44
20025031,589,2021-07-06 23:38:40
20102201,589,2021-07-07 20:13:09
20051051,589,2021-06-30 11:51:07
20053181,589,2021-07-03 17:50:02
20081001,589,2021-07-19 18:04:45
20028461,589,2021-07-18 21:38:53
20122431,589,2021-07-05 14:12:41
20056951,589,2021-07-10 14:51:14
20074861,589,2021-07-11 08:57:02
20000831,589,2021-07-16 17:15:56
20079741,589,2021-07-13 22:55:34
20073991,589,2021-06-27 23:36:50
20018991,589,2021-07-08 20:41:57
20078291,589,2021-07-05 00:31:48
20033951,589,2021-07-14 12:34:56
20072291,589,2021-07-17 19:18:49
20036941,589,2021-07-06 15:10:57
20087481,589,2021-07-02 22:04:26
20082051,589,2021-07-14 21:06:04
20079601,589,2021-07-03 11:51:22
20107161,589,2021-07-05 21:35:24
20079071,589,2021-07-22 06:08:33
20122031,589,2021-07-14 21:52:31
20101511,589,2021-07-16 01:38:21
20020541,589,2021-07-22 00:58:18
20098431,589,2021-07-11 23:47:31
20052221,589,2021-07-10 12:44:59
20101981,589,2021-07-16 21:10:41
20036171,589,2021-06-27 07:51:11
20045391,589,2021-07-13 07:48:45
20029141,589,2021-07-19 06:27:03
20104821,589,2021-07-22 02:46:45
20057961,589,2021-06-30 18:02:01
20099181,589,2021-07-16 00:47:12
20052491,589,2021-07-21 14:36:07
20032501,589,2021-07-17 09:45:35
20101671,589,2021-07-15 12:59:18
20045061,589,2021-07-02 18:22:53
20047711,589,2021-06-26 14:47:14
20016701,589,2021-07-02 22:06:33
20105141,589,2021-07-01 03:49:29
20101811,589,2021-07-12 04:03:11
20022711,589,2021-07-20 08:34:04
20103231,589,2021-07-02 20:25:10
20043131,589,2021-07-17 20:16:00
20083601,589,2021-07-01 17:57:30
20050361,589,2021-06-30 18:39:53
20057571,589,2021-07-15 17:16:46
20028151,589,2021-07-10 19:42:46
20030031,589,2021-07-06 03:43:42
20020761,589,2021-07-16 11:06:41
20070711,589,2021-07-18 12:33:28
20056951,590,2021-06-22 07:08:27
20045391,590,2021-07-10 01:42:08
20025031,590,2021-07-04 00:56:57
20079071,590,2021-07-03 05:24:25
20072291,590,2021-06-29 01:12:17
20057961,590,2021-06-28 13:28:37
20047761,590,2021-06-25 09:30:34
20101981,590,2021-06-26 00:10:02
20011661,590,2021-07-06 11:37:22
20082051,590,2021-06-20 19:23:39
20081001,590,2021-06-22 17:41:46
20048721,590,2021-07-05 07:40:13
20052491,590,2021-06-28 12:01:07
20028461,590,2021-07-04 09:45:20
20070711,590,2021-07-09 00:14:42
20087481,590,2021-07-07 07:22:26
20074861,590,2021-06-26 03:19:26
20033951,590,2021-06-25 13:13:20
20020541,590,2021-06-24 00:47:42
20101511,590,2021-07-05 03:23:55
20043131,590,2021-06-28 00:55:09
20105361,590,2021-06-29 16:47:41
20078291,590,2021-06-25 00:34:00
20047711,590,2021-07-12 05:00:25
20018991,590,2021-06-26 07:28:22
20053181,590,2021-07-04 05:10:04
20000831,590,2021-07-05 06:54:50
20116351,590,2021-06-21 20:01:45
20036941,590,2021-06-29 14:51:31
20030031,590,2021-06-26 14:25:49
20036171,590,2021-07-08 18:38:18
20101811,590,2021-07-02 13:10:27
20101671,590,2021-07-04 16:24:55
20122031,590,2021-06-27 15:45:27
20029141,590,2021-06-21 12:11:13
20079741,590,2021-06-20 18:23:19
20099181,590,2021-07-12 22:00:37
20050361,590,2021-06-24 16:30:37
20122431,590,2021-06-23 21:16:10
20079601,590,2021-07-11 10:14:44
20052221,590,2021-06-28 03:46:31
20105141,590,2021-06-29 01:14:28
20020761,590,2021-07-05 11:36:22
20045061,590,2021-07-01 12:18:52
20049891,590,2021-07-03 14:03:40
20057571,590,2021-07-10 17:22:30
20051051,590,2021-07-03 20:10:57
20120721,590,2021-07-07 13:56:20
20083601,590,2021-06-21 01:24:39
20032501,590,2021-06-28 01:52:44
20103231,590,2021-06-20 10:41:05
20016701,590,2021-06-24 07:10:42
20022711,590,2021-06-25 19:45:32
20102201,590,2021-07-08 12:28:27
20107161,590,2021-07-03 04:22:34
20000911,590,2021-06-21 03:35:41
20104821,590,2021-06-25 04:16:06
20098431,590,2021-07-09 10:06:49
20073991,590,2021-07-04 19:46:30
20028151,590,2021-06-30 14:37:50
20033951,591,2021-07-07 02:13:58
20056951,591,2021-06-30 16:21:22
20000831,591,2021-07-06 07:07:42
20028461,591,2021-07-10 13:37:05
20081001,591,2021-07-06 12:50:51
