instruction_id,program_semester_id,course_id,class_id,is_required,num_student,num_pass_student,num_fail_student,avg_final_score,instruction_status,instruction_allocate,instruction_time_start,instruction_time_end,last_modified_date,etl_date
89,K15DS_2,120519,104,False,0,0,0,,cannot_open,2019-12-28,2020-01-15,,2020-05-21,2020-05-28
90,K15DS_2,120519,330,False,0,0,0,,cannot_open,2019-12-27,2020-01-10,,2020-05-16,2020-05-23
91,K15DS_2,120519,44,False,0,0,0,,cannot_open,2019-12-31,2020-01-15,,2020-05-21,2020-05-28
92,K15DS_2,120520,200,False,0,0,0,,cannot_open,2019-12-28,2020-01-05,,2020-05-11,2020-05-18
93,K15DS_2,120520,203,False,0,0,0,,cannot_open,2020-01-01,2020-01-07,,2020-05-13,2020-05-20
94,K15DS_2,120520,115,False,0,0,0,,cannot_open,2019-12-19,2020-01-14,,2020-05-20,2020-05-27
95,K15DS_2,120520,125,False,0,0,0,,cannot_open,2020-01-01,2020-01-13,,2020-05-19,2020-05-26
96,K15DS_2,120520,45,False,0,0,0,,cannot_open,2019-12-25,2020-01-05,,2020-05-11,2020-05-18
97,K15DS_2,120520,147,False,0,0,0,,cannot_open,2019-12-25,2020-01-09,,2020-05-15,2020-05-22
98,K15DS_2,120522,44,False,0,0,0,,cannot_open,2019-12-18,2020-01-10,,2020-05-16,2020-05-23
99,K15DS_2,120522,41,False,89,89,0,8.4,completed,2019-12-25,2020-01-03,2020-05-02,2020-05-09,2020-05-16
100,K15DS_2,120522,346,False,0,0,0,,cannot_open,2019-12-20,2020-01-11,,2020-05-17,2020-05-24
101,K15DS_2,120522,299,False,84,84,0,9.3,completed,2019-12-24,2020-01-02,2020-05-01,2020-05-08,2020-05-15
102,K15DS_2,120522,158,False,0,0,0,,cannot_open,2020-01-01,2020-01-08,,2020-05-14,2020-05-21
103,K15DS_2,120522,182,False,0,0,0,,cannot_open,2019-12-20,2020-01-04,,2020-05-10,2020-05-17
104,K15DS_2,120523,314,False,0,0,0,,cannot_open,2019-12-21,2020-01-01,,2020-05-07,2020-05-14
105,K15DS_2,120523,236,False,0,0,0,,cannot_open,2019-12-19,2020-01-03,,2020-05-09,2020-05-16
106,K15DS_2,120523,187,False,0,0,0,,cannot_open,2019-12-28,2020-01-09,,2020-05-15,2020-05-22
107,K15DS_2,120523,115,False,97,97,0,7.7,completed,2019-12-28,2020-01-05,2020-05-04,2020-05-11,2020-05-18
108,K15DS_2,120523,129,False,0,0,0,,cannot_open,2019-12-19,2020-01-04,,2020-05-10,2020-05-17
109,K15DS_2,120523,285,False,0,0,0,,cannot_open,2019-12-25,2020-01-06,,2020-05-12,2020-05-19
110,K15DS_2,120521,121,False,0,0,0,,cannot_open,2019-12-18,2020-01-10,,2020-05-16,2020-05-23
111,K15DS_2,120521,319,False,80,80,0,9.2,completed,2020-01-01,2020-01-01,2020-04-30,2020-05-07,2020-05-14
112,K15DS_2,120521,194,False,0,0,0,,cannot_open,2019-12-28,2020-01-08,,2020-05-14,2020-05-21
113,K15DS_2,120521,345,False,0,0,0,,cannot_open,2019-12-29,2020-01-05,,2020-05-11,2020-05-18
114,K15DS_2,120521,338,False,0,0,0,,cannot_open,2019-12-29,2020-01-12,,2020-05-18,2020-05-25
115,K15DS_2,120521,265,False,0,0,0,,cannot_open,2019-12-26,2020-01-03,,2020-05-09,2020-05-16
116,K15DS_3,120528,14,True,64,64,0,9.3,completed,2020-07-29,2020-08-12,2020-12-10,2020-12-17,2020-12-24
117,K15DS_3,120528,11,True,78,78,0,9.8,completed,2020-07-20,2020-08-06,2020-12-04,2020-12-11,2020-12-18
118,K15DS_3,120528,39,True,64,64,0,9.7,completed,2020-07-21,2020-08-10,2020-12-08,2020-12-15,2020-12-22
119,K15DS_3,120528,58,True,74,74,0,7.1,completed,2020-07-25,2020-08-02,2020-11-30,2020-12-07,2020-12-14
120,K15DS_3,120528,31,True,61,61,0,7.7,completed,2020-07-28,2020-08-02,2020-11-30,2020-12-07,2020-12-14
121,K15DS_3,120528,9,True,75,75,0,8.3,completed,2020-07-18,2020-08-08,2020-12-06,2020-12-13,2020-12-20
122,K15DS_3,120528,16,True,67,67,0,10.0,completed,2020-07-31,2020-08-08,2020-12-06,2020-12-13,2020-12-20
123,K15DS_3,120526,258,True,72,72,0,10.0,completed,2020-07-20,2020-08-08,2020-12-06,2020-12-13,2020-12-20
124,K15DS_3,120526,344,True,71,71,0,9.5,completed,2020-07-24,2020-08-05,2020-12-03,2020-12-10,2020-12-17
125,K15DS_3,120526,307,True,75,75,0,9.2,completed,2020-07-27,2020-08-14,2020-12-12,2020-12-19,2020-12-26
126,K15DS_3,120526,258,True,65,63,2,8.5,completed,2020-07-31,2020-08-14,2020-12-12,2020-12-19,2020-12-26
127,K15DS_3,120526,317,True,76,76,0,8.9,completed,2020-07-25,2020-08-09,2020-12-07,2020-12-14,2020-12-21
128,K15DS_3,120527,85,True,75,75,0,7.4,completed,2020-07-26,2020-08-08,2020-12-06,2020-12-13,2020-12-20
129,K15DS_3,120527,253,True,80,80,0,8.3,completed,2020-07-20,2020-08-03,2020-12-01,2020-12-08,2020-12-15
130,K15DS_3,120527,78,True,76,76,0,9.5,completed,2020-07-20,2020-08-07,2020-12-05,2020-12-12,2020-12-19
131,K15DS_3,120527,42,True,68,68,0,9.2,completed,2020-07-25,2020-08-04,2020-12-02,2020-12-09,2020-12-16
132,K15DS_3,120527,144,True,62,62,0,8.8,completed,2020-07-22,2020-08-11,2020-12-09,2020-12-16,2020-12-23
133,K15DS_3,120530,40,True,70,70,0,8.9,completed,2020-07-29,2020-08-02,2020-11-30,2020-12-07,2020-12-14
134,K15DS_3,120530,25,True,68,68,0,9.8,completed,2020-07-20,2020-08-04,2020-12-02,2020-12-09,2020-12-16
135,K15DS_3,120530,4,True,65,64,1,9.6,completed,2020-07-26,2020-08-13,2020-12-11,2020-12-18,2020-12-25
136,K15DS_3,120530,63,True,67,67,0,7.7,completed,2020-07-19,2020-08-09,2020-12-07,2020-12-14,2020-12-21
137,K15DS_3,120530,52,True,78,78,0,7.9,completed,2020-07-31,2020-08-12,2020-12-10,2020-12-17,2020-12-24
138,K15DS_3,120530,54,True,77,77,0,8.7,completed,2020-07-30,2020-08-01,2020-11-29,2020-12-06,2020-12-13
139,K15DS_3,120530,29,True,65,65,0,9.9,completed,2020-07-31,2020-08-11,2020-12-09,2020-12-16,2020-12-23
140,K15DS_3,120525,285,True,44,44,0,7.6,completed,2020-07-28,2020-08-13,2020-12-11,2020-12-18,2020-12-25
141,K15DS_3,120525,293,True,0,0,0,,cannot_open,2020-07-18,2020-08-12,,2020-12-17,2020-12-24
142,K15DS_3,120525,192,True,0,0,0,,cannot_open,2020-07-23,2020-08-12,,2020-12-17,2020-12-24
143,K15DS_3,120525,226,True,0,0,0,,cannot_open,2020-07-21,2020-08-09,,2020-12-14,2020-12-21
144,K15DS_3,120525,313,True,0,0,0,,cannot_open,2020-07-29,2020-08-04,,2020-12-09,2020-12-16
145,K15DS_3,120525,250,True,0,0,0,,cannot_open,2020-08-01,2020-08-08,,2020-12-13,2020-12-20
146,K15DS_3,120525,278,True,0,0,0,,cannot_open,2020-07-30,2020-08-03,,2020-12-08,2020-12-15
147,K15DS_3,120529,165,True,0,0,0,,cannot_open,2020-07-24,2020-08-06,,2020-12-11,2020-12-18
148,K15DS_3,120529,344,True,0,0,0,,cannot_open,2020-07-30,2020-08-13,,2020-12-18,2020-12-25
149,K15DS_3,120529,252,True,0,0,0,,cannot_open,2020-07-27,2020-08-07,,2020-12-12,2020-12-19
150,K15DS_3,120529,222,True,0,0,0,,cannot_open,2020-07-20,2020-08-05,,2020-12-10,2020-12-17
151,K15DS_3,120529,78,True,0,0,0,,cannot_open,2020-07-31,2020-08-08,,2020-12-13,2020-12-20
152,K15DS_3,120529,93,True,0,0,0,,cannot_open,2020-07-21,2020-08-06,,2020-12-11,2020-12-18
153,K15DS_3,120529,318,True,0,0,0,,cannot_open,2020-07-24,2020-08-02,,2020-12-07,2020-12-14
154,K15DS_3,120531,234,False,0,0,0,,cannot_open,2020-08-01,2020-08-12,,2020-12-17,2020-12-24
155,K15DS_3,120531,299,False,0,0,0,,cannot_open,2020-07-27,2020-08-15,,2020-12-20,2020-12-27
156,K15DS_3,120531,87,False,0,0,0,,cannot_open,2020-07-19,2020-08-10,,2020-12-15,2020-12-22
157,K15DS_3,120531,255,False,0,0,0,,cannot_open,2020-07-25,2020-08-10,,2020-12-15,2020-12-22
158,K15DS_3,120531,290,False,71,71,0,9.7,completed,2020-07-28,2020-08-05,2020-12-03,2020-12-10,2020-12-17
159,K15DS_3,120531,271,False,99,99,0,9.2,completed,2020-07-22,2020-08-10,2020-12-08,2020-12-15,2020-12-22
160,K15DS_3,120532,223,False,0,0,0,,cannot_open,2020-07-18,2020-08-02,,2020-12-07,2020-12-14
161,K15DS_3,120532,166,False,0,0,0,,cannot_open,2020-07-20,2020-08-11,,2020-12-16,2020-12-23
162,K15DS_3,120532,122,False,0,0,0,,cannot_open,2020-07-25,2020-08-10,,2020-12-15,2020-12-22
163,K15DS_3,120532,215,False,0,0,0,,cannot_open,2020-07-28,2020-08-09,,2020-12-14,2020-12-21
164,K15DS_3,120532,43,False,0,0,0,,cannot_open,2020-07-31,2020-08-05,,2020-12-10,2020-12-17
165,K15DS_3,120533,283,False,0,0,0,,cannot_open,2020-07-21,2020-08-03,,2020-12-08,2020-12-15
166,K15DS_3,120533,286,False,87,87,0,7.8,completed,2020-07-25,2020-08-06,2020-12-04,2020-12-11,2020-12-18
167,K15DS_3,120533,230,False,93,93,0,9.4,completed,2020-07-21,2020-08-14,2020-12-12,2020-12-19,2020-12-26
168,K15DS_3,120533,272,False,0,0,0,,cannot_open,2020-07-24,2020-08-09,,2020-12-14,2020-12-21
169,K15DS_3,120533,276,False,0,0,0,,cannot_open,2020-07-26,2020-08-05,,2020-12-10,2020-12-17
170,K15DS_3,120533,321,False,0,0,0,,cannot_open,2020-07-26,2020-08-10,,2020-12-15,2020-12-22
171,K15DS_4,120536,39,True,75,75,0,9.9,completed,2020-12-19,2021-01-05,2021-05-05,2021-05-12,2021-05-19
172,K15DS_4,120536,37,True,73,73,0,8.8,completed,2020-12-24,2021-01-13,2021-05-13,2021-05-20,2021-05-27
173,K15DS_4,120536,33,True,73,73,0,8.4,completed,2020-12-30,2021-01-10,2021-05-10,2021-05-17,2021-05-24
174,K15DS_4,120536,76,True,72,72,0,7.3,completed,2020-12-24,2021-01-12,2021-05-12,2021-05-19,2021-05-26
175,K15DS_4,120536,72,True,73,73,0,9.9,completed,2020-12-20,2021-01-12,2021-05-12,2021-05-19,2021-05-26
176,K15DS_4,120536,21,True,72,72,0,7.2,completed,2020-12-27,2021-01-03,2021-05-03,2021-05-10,2021-05-17
177,K15DS_4,120536,14,True,75,75,0,9.0,completed,2020-12-24,2021-01-12,2021-05-12,2021-05-19,2021-05-26
178,K15DS_4,120534,61,True,76,76,0,9.7,completed,2020-12-24,2021-01-08,2021-05-08,2021-05-15,2021-05-22
179,K15DS_4,120534,28,True,66,66,0,9.6,completed,2020-12-30,2021-01-14,2021-05-14,2021-05-21,2021-05-28
180,K15DS_4,120534,54,True,73,73,0,8.4,completed,2020-12-19,2021-01-04,2021-05-04,2021-05-11,2021-05-18
181,K15DS_4,120534,25,True,76,76,0,8.3,completed,2020-12-21,2021-01-12,2021-05-12,2021-05-19,2021-05-26
182,K15DS_4,120534,9,True,71,71,0,7.1,completed,2020-12-23,2021-01-11,2021-05-11,2021-05-18,2021-05-25
183,K15DS_4,120538,244,True,66,66,0,9.4,completed,2020-12-22,2021-01-09,2021-05-09,2021-05-16,2021-05-23
184,K15DS_4,120538,277,True,66,66,0,8.1,completed,2020-12-19,2021-01-11,2021-05-11,2021-05-18,2021-05-25
185,K15DS_4,120538,261,True,76,76,0,7.8,completed,2020-12-20,2021-01-13,2021-05-13,2021-05-20,2021-05-27
186,K15DS_4,120538,293,True,79,79,0,9.7,completed,2020-12-18,2021-01-14,2021-05-14,2021-05-21,2021-05-28
187,K15DS_4,120538,358,True,77,77,0,7.8,completed,2020-12-24,2021-01-05,2021-05-05,2021-05-12,2021-05-19
188,K15DS_4,120538,272,True,61,61,0,9.1,completed,2020-12-24,2021-01-05,2021-05-05,2021-05-12,2021-05-19
189,K15DS_4,120538,187,True,60,60,0,8.2,completed,2020-12-28,2021-01-02,2021-05-02,2021-05-09,2021-05-16
190,K15DS_4,120535,294,True,69,69,0,9.1,completed,2020-12-27,2021-01-12,2021-05-12,2021-05-19,2021-05-26
191,K15DS_4,120535,334,True,69,69,0,9.6,completed,2020-12-25,2021-01-02,2021-05-02,2021-05-09,2021-05-16
192,K15DS_4,120535,248,True,69,69,0,9.3,completed,2020-12-21,2021-01-12,2021-05-12,2021-05-19,2021-05-26
193,K15DS_4,120535,97,True,62,62,0,9.6,completed,2020-12-21,2021-01-05,2021-05-05,2021-05-12,2021-05-19
194,K15DS_4,120535,81,True,77,77,0,8.2,completed,2021-01-01,2021-01-07,2021-05-07,2021-05-14,2021-05-21
195,K15DS_4,120537,315,True,73,73,0,9.7,completed,2020-12-31,2021-01-15,2021-05-15,2021-05-22,2021-05-29
196,K15DS_4,120537,205,True,74,74,0,9.2,completed,2020-12-31,2021-01-09,2021-05-09,2021-05-16,2021-05-23
197,K15DS_4,120537,159,True,75,75,0,9.3,completed,2020-12-22,2021-01-05,2021-05-05,2021-05-12,2021-05-19
198,K15DS_4,120537,138,True,77,77,0,9.7,completed,2020-12-19,2021-01-01,2021-05-01,2021-05-08,2021-05-15
199,K15DS_4,120537,175,True,79,79,0,9.0,completed,2020-12-27,2021-01-06,2021-05-06,2021-05-13,2021-05-20
200,K15DS_4,120537,315,True,66,66,0,8.2,completed,2020-12-20,2021-01-09,2021-05-09,2021-05-16,2021-05-23
201,K15DS_4,120539,182,True,67,65,2,9.8,completed,2020-12-22,2021-01-15,2021-05-15,2021-05-22,2021-05-29
202,K15DS_4,120539,279,True,0,0,0,,cannot_open,2020-12-24,2021-01-02,,2021-05-09,2021-05-16
203,K15DS_4,120539,103,True,0,0,0,,cannot_open,2020-12-26,2021-01-07,,2021-05-14,2021-05-21
204,K15DS_4,120539,192,True,0,0,0,,cannot_open,2020-12-22,2021-01-12,,2021-05-19,2021-05-26
205,K15DS_4,120539,330,True,0,0,0,,cannot_open,2020-12-29,2021-01-01,,2021-05-08,2021-05-15
206,K15DS_4,120539,77,True,0,0,0,,cannot_open,2020-12-19,2021-01-02,,2021-05-09,2021-05-16
207,K15DS_4,120539,339,True,0,0,0,,cannot_open,2020-12-22,2021-01-13,,2021-05-20,2021-05-27
208,K15DS_4,120543,307,False,0,0,0,,cannot_open,2020-12-30,2021-01-12,,2021-05-19,2021-05-26
209,K15DS_4,120543,78,False,86,86,0,8.0,completed,2020-12-21,2021-01-01,2021-05-01,2021-05-08,2021-05-15
210,K15DS_4,120543,79,False,0,0,0,,cannot_open,2020-12-31,2021-01-04,,2021-05-11,2021-05-18
211,K15DS_4,120543,81,False,0,0,0,,cannot_open,2020-12-28,2021-01-03,,2021-05-10,2021-05-17
212,K15DS_4,120543,173,False,0,0,0,,cannot_open,2020-12-30,2021-01-08,,2021-05-15,2021-05-22
213,K15DS_4,120544,144,False,0,0,0,,cannot_open,2020-12-27,2021-01-03,,2021-05-10,2021-05-17
214,K15DS_4,120544,285,False,0,0,0,,cannot_open,2020-12-27,2021-01-11,,2021-05-18,2021-05-25
215,K15DS_4,120544,301,False,0,0,0,,cannot_open,2020-12-30,2021-01-09,,2021-05-16,2021-05-23
216,K15DS_4,120544,87,False,0,0,0,,cannot_open,2020-12-31,2021-01-02,,2021-05-09,2021-05-16
217,K15DS_4,120544,153,False,0,0,0,,cannot_open,2020-12-24,2021-01-11,,2021-05-18,2021-05-25
218,K15DS_4,120544,149,False,0,0,0,,cannot_open,2021-01-01,2021-01-02,,2021-05-09,2021-05-16
219,K15DS_4,120541,224,False,85,85,0,9.2,completed,2020-12-19,2021-01-05,2021-05-05,2021-05-12,2021-05-19
220,K15DS_4,120541,146,False,0,0,0,,cannot_open,2020-12-30,2021-01-01,,2021-05-08,2021-05-15
221,K15DS_4,120541,42,False,0,0,0,,cannot_open,2020-12-26,2021-01-11,,2021-05-18,2021-05-25
222,K15DS_4,120541,205,False,0,0,0,,cannot_open,2020-12-22,2021-01-05,,2021-05-12,2021-05-19
223,K15DS_4,120541,141,False,0,0,0,,cannot_open,2020-12-20,2021-01-04,,2021-05-11,2021-05-18
224,K15DS_4,120541,319,False,99,99,0,9.9,completed,2021-01-01,2021-01-02,2021-05-02,2021-05-09,2021-05-16
225,K15DS_4,120542,136,False,0,0,0,,cannot_open,2020-12-28,2021-01-03,,2021-05-10,2021-05-17
226,K15DS_4,120542,331,False,0,0,0,,cannot_open,2020-12-19,2021-01-03,,2021-05-10,2021-05-17
227,K15DS_4,120542,224,False,0,0,0,,cannot_open,2020-12-23,2021-01-09,,2021-05-16,2021-05-23
