instruction_lecturer_id,instruction_id,lecturer_id,lecturer_type
126,65,116,theory
127,66,61,practice
128,66,33,practice
129,66,9,theory
130,67,150,practice
131,67,39,practice
132,67,88,theory
133,68,7,practice
134,68,25,theory
135,69,20,practice
136,69,36,practice
137,69,97,theory
138,70,48,practice
139,70,81,practice
140,70,84,theory
141,71,145,practice
142,71,116,theory
143,72,134,practice
144,72,116,practice
145,72,69,theory
146,73,105,practice
147,73,48,theory
148,74,55,practice
149,74,4,theory
150,75,15,practice
151,75,10,theory
152,76,67,practice
153,76,101,theory
154,77,57,practice
155,77,64,theory
156,78,23,practice
157,78,96,practice
158,78,33,theory
159,79,112,practice
160,79,4,theory
161,80,41,practice
162,80,154,practice
163,80,154,theory
164,81,150,practice
165,81,133,practice
166,81,116,theory
167,82,13,practice
168,82,133,practice
169,82,69,theory
170,83,118,practice
171,83,82,practice
172,83,63,theory
173,84,69,practice
174,84,86,practice
175,84,5,theory
176,85,123,practice
177,85,146,practice
178,85,75,theory
179,86,92,practice
180,86,42,theory
181,87,144,practice
182,87,55,practice
183,87,9,theory
184,88,62,practice
185,88,63,practice
186,88,102,theory
187,89,41,practice
188,89,27,practice
189,89,87,theory
190,90,52,practice
191,90,20,practice
192,90,120,theory
193,91,83,practice
194,91,130,theory
195,92,126,practice
196,92,53,theory
197,93,124,practice
198,93,106,practice
199,93,2,theory
200,94,118,practice
201,94,133,practice
202,94,113,theory
203,95,44,practice
204,95,7,theory
205,96,87,practice
206,96,46,theory
207,97,105,practice
208,97,44,practice
209,97,81,theory
210,98,42,practice
211,98,121,theory
212,99,134,practice
213,99,54,practice
214,99,127,theory
215,100,132,practice
216,100,146,theory
217,101,87,practice
218,101,67,theory
219,102,131,practice
220,102,76,theory
221,103,75,practice
222,103,4,theory
223,104,29,practice
224,104,11,theory
225,105,43,practice
226,105,34,practice
227,105,98,theory
228,106,115,practice
229,106,99,theory
230,107,73,practice
231,107,109,practice
232,107,138,theory
233,108,146,practice
234,108,157,practice
235,108,72,theory
236,109,62,practice
237,109,54,practice
238,109,162,theory
239,110,125,practice
240,110,28,practice
241,110,114,theory
242,111,166,practice
243,111,152,theory
244,112,76,practice
245,112,61,practice
246,112,15,theory
247,113,14,practice
248,113,133,practice
249,113,111,theory
250,114,74,practice
251,114,22,practice
252,114,150,theory
253,115,111,practice
254,115,39,theory
255,116,117,theory
256,117,141,theory
257,118,141,theory
258,119,130,theory
259,120,41,theory
260,121,6,theory
261,122,99,theory
262,123,99,practice
263,123,6,practice
264,123,147,theory
265,124,70,practice
266,124,30,practice
267,124,28,theory
268,125,126,practice
269,125,18,practice
270,125,50,theory
271,126,167,practice
272,126,38,theory
273,127,16,practice
274,127,24,theory
275,128,36,practice
276,128,135,practice
277,128,164,theory
278,129,55,practice
279,129,75,theory
280,130,13,practice
281,130,24,practice
282,130,128,theory
283,131,37,practice
284,131,155,theory
285,132,59,practice
286,132,99,theory
287,133,115,theory
288,134,7,theory
289,135,12,theory
290,136,71,theory
291,137,125,theory
292,138,86,theory
293,139,65,theory
294,140,137,practice
295,140,145,practice
296,140,158,theory
297,141,97,practice
298,141,70,practice
299,141,120,theory
300,142,20,practice
301,142,84,theory
302,143,52,practice
303,143,145,practice
304,143,69,theory
305,144,68,practice
306,144,141,theory
307,145,30,practice
308,145,10,theory
309,146,14,practice
310,146,126,theory
311,147,64,practice
312,147,33,theory
313,148,47,practice
314,148,143,theory
315,149,118,practice
316,149,141,theory
317,150,84,practice
318,150,85,practice
319,150,89,theory
320,151,158,practice
321,151,67,theory
322,152,129,practice
323,152,46,practice
324,152,69,theory
325,153,53,practice
326,153,103,practice
327,153,41,theory
328,154,140,practice
329,154,1,practice
330,154,148,theory
331,155,148,practice
332,155,40,theory
333,156,75,practice
334,156,84,practice
335,156,167,theory
336,157,136,practice
337,157,92,theory
338,158,50,practice
339,158,39,practice
340,158,114,theory
341,159,90,practice
342,159,154,practice
343,159,148,theory
344,160,78,practice
345,160,99,theory
346,161,20,practice
347,161,124,theory
348,162,112,practice
349,162,115,practice
350,162,24,theory
351,163,21,practice
352,163,164,practice
353,163,160,theory
354,164,57,practice
355,164,160,practice
356,164,68,theory
357,165,41,practice
358,165,140,practice
359,165,71,theory
360,166,71,practice
361,166,100,theory
362,167,159,practice
363,167,68,theory
364,168,75,practice
365,168,65,practice
366,168,136,theory
367,169,67,practice
368,169,103,theory
369,170,114,practice
370,170,159,practice
371,170,18,theory
372,171,111,theory
373,172,2,theory
374,173,126,theory
375,174,104,theory
376,175,147,theory
377,176,9,theory
378,177,154,theory
379,178,164,theory
380,179,79,theory
381,180,53,theory
382,181,168,theory
383,182,139,theory
384,183,126,practice
385,183,95,theory
386,184,128,practice
387,184,76,theory
388,185,136,practice
389,185,2,theory
390,186,89,practice
391,186,30,practice
392,186,65,theory
393,187,112,practice
394,187,158,theory
395,188,18,practice
396,188,141,practice
397,188,22,theory
398,189,46,practice
399,189,145,theory
400,190,112,practice
401,190,45,theory
402,191,28,practice
403,191,94,practice
404,191,89,theory
405,192,69,practice
406,192,99,theory
407,193,10,practice
408,193,149,theory
409,194,146,practice
410,194,135,practice
411,194,105,theory
412,195,162,practice
413,195,104,theory
414,196,159,practice
415,196,155,theory
416,197,82,practice
417,197,110,practice
418,197,63,theory
419,198,143,practice
420,198,91,theory
421,199,48,practice
422,199,41,practice
423,199,25,theory
424,200,13,practice
425,200,135,practice
426,200,142,theory
427,201,21,practice
428,201,166,practice
429,201,83,theory
430,202,103,practice
431,202,117,theory
432,203,26,practice
433,203,102,practice
434,203,85,theory
435,204,155,practice
436,204,59,theory
437,205,106,practice
438,205,31,practice
439,205,143,theory
440,206,29,practice
441,206,68,practice
442,206,59,theory
443,207,115,practice
444,207,126,practice
445,207,155,theory
446,208,59,practice
447,208,105,practice
448,208,157,theory
449,209,110,practice
450,209,28,theory
451,210,86,practice
452,210,121,theory
453,211,112,practice
454,211,16,practice
455,211,107,theory
456,212,119,practice
457,212,157,practice
458,212,123,theory
459,213,149,practice
460,213,81,practice
461,213,100,theory
462,214,80,practice
463,214,128,practice
464,214,129,theory
465,215,99,practice
466,215,42,practice
467,215,160,theory
468,216,100,practice
469,216,5,practice
470,216,128,theory
471,217,163,practice
472,217,145,theory
473,218,165,practice
474,218,157,practice
475,218,43,theory
476,219,106,practice
477,219,33,practice
478,219,137,theory
479,220,156,practice
480,220,69,practice
481,220,43,theory
482,221,85,practice
483,221,34,theory
484,222,145,practice
485,222,154,practice
486,222,42,theory
487,223,51,practice
488,223,138,practice
489,223,52,theory
490,224,13,practice
491,224,89,practice
492,224,70,theory
493,225,142,practice
494,225,16,practice
495,225,149,theory
496,226,98,practice
497,226,124,theory
498,227,134,practice
499,227,76,practice
500,227,35,theory
501,228,148,practice
502,228,40,practice
503,228,36,theory
504,229,97,practice
505,229,58,theory
506,230,149,practice
507,230,88,theory
508,231,117,practice
509,231,166,theory
510,232,119,practice
511,232,167,practice
512,232,53,theory
513,233,147,practice
514,233,163,practice
515,233,109,theory
516,234,124,practice
517,234,3,practice
518,234,167,theory
519,235,62,practice
520,235,13,theory
521,236,55,practice
522,236,68,theory
523,237,139,theory
524,238,105,theory
525,239,25,theory
526,240,130,theory
527,241,124,theory
528,242,29,theory
529,243,129,theory
530,244,103,theory
531,245,141,theory
532,246,148,theory
533,247,146,theory
534,248,6,theory
535,249,28,theory
536,250,69,theory
537,251,9,theory
538,252,32,theory
539,253,82,theory
540,254,60,theory
541,255,123,theory
542,256,75,theory
543,257,14,theory
544,258,150,theory
545,259,89,theory
546,260,149,theory
547,261,48,theory
548,262,104,theory
549,263,54,practice
550,263,39,theory
551,264,162,practice
552,264,148,practice
553,264,66,theory
554,265,101,practice
555,265,117,practice
556,265,62,theory
557,266,38,practice
558,266,11,practice
559,266,64,theory
560,267,136,practice
561,267,52,practice
562,267,132,theory
563,268,87,practice
564,268,72,theory
565,269,124,practice
566,269,149,theory
567,270,74,practice
568,270,5,practice
569,270,112,theory
570,271,48,practice
571,271,158,theory
572,272,57,practice
573,272,94,practice
574,272,148,theory
575,273,147,practice
576,273,16,practice
577,273,32,theory
578,274,76,practice
579,274,125,theory
580,275,47,practice
581,275,160,theory
582,276,20,practice
583,276,81,practice
584,276,142,theory
585,277,87,practice
586,277,45,practice
587,277,129,theory
588,278,128,practice
589,278,27,practice
590,278,52,theory
591,279,41,practice
592,279,145,practice
593,279,124,theory
594,280,144,practice
595,280,129,practice
596,280,62,theory
597,281,57,practice
598,281,92,practice
599,281,9,theory
600,282,116,practice
601,282,146,practice
602,282,28,theory
603,283,30,practice
604,283,55,theory
605,284,77,practice
606,284,17,practice
607,284,101,theory
608,285,60,practice
609,285,50,theory
610,286,51,practice
611,286,15,practice
612,286,63,theory
613,287,33,practice
614,287,70,practice
615,287,156,theory
616,288,32,practice
617,288,122,practice
618,288,78,theory
619,289,81,practice
620,289,6,theory
621,290,105,practice
622,290,131,practice
623,290,22,theory
624,291,31,practice
625,291,146,practice
626,291,93,theory
627,292,72,practice
628,292,28,practice
629,292,48,theory
630,293,12,practice
631,293,79,theory
632,294,134,practice
633,294,146,practice
634,294,42,theory
635,295,127,practice
636,295,67,practice
637,295,40,theory
638,296,57,practice
639,296,6,theory
640,297,68,practice
641,297,78,practice
642,297,103,theory
643,298,78,practice
644,298,158,theory
645,299,108,practice
646,299,14,practice
647,299,80,theory
648,300,89,practice
649,300,45,practice
650,300,125,theory
651,301,62,practice
652,301,130,practice
653,301,38,theory
654,302,151,theory
655,303,102,theory
656,304,61,theory
657,305,50,theory
658,306,22,theory
659,307,117,theory
660,308,20,theory
661,309,12,theory
662,310,33,theory
663,311,152,theory
664,312,165,theory
665,313,109,theory
666,314,99,practice
667,314,161,theory
668,315,52,practice
669,315,72,theory
670,316,53,practice
671,316,96,practice
672,316,114,theory
673,317,79,practice
674,317,10,practice
675,317,122,theory
676,318,140,practice
677,318,4,practice
678,318,56,theory
679,319,112,practice
680,319,40,practice
681,319,1,theory
682,320,11,theory
683,321,121,theory
684,322,46,theory
685,323,39,theory
686,324,23,theory
687,325,38,theory
688,326,39,theory
689,327,4,theory
690,328,8,theory
691,329,156,theory
692,330,78,theory
693,331,47,theory
694,332,138,theory
695,333,48,theory
696,334,40,theory
697,335,49,theory
698,336,60,theory
699,337,21,theory
700,338,151,practice
701,338,132,practice
702,338,34,theory
703,339,109,practice
704,339,168,practice
705,339,20,theory
706,340,61,practice
707,340,52,practice
708,340,26,theory
709,341,148,practice
710,341,1,practice
711,341,62,theory
712,342,16,practice
713,342,129,practice
714,342,95,theory
715,343,68,practice
716,343,106,theory
717,344,160,practice
718,344,160,theory
719,345,22,practice
720,345,70,practice
721,345,90,theory
722,346,27,practice
723,346,152,theory
724,347,21,practice
725,347,4,practice
726,347,29,theory
727,348,37,practice
728,348,21,practice
729,348,78,theory
730,349,46,practice
731,349,42,practice
732,349,23,theory
733,350,90,practice
734,350,126,theory
735,351,42,practice
736,351,145,theory
737,352,131,practice
738,352,73,theory
739,353,34,practice
740,353,1,theory
741,354,32,practice
742,354,141,practice
743,354,13,theory
744,355,160,practice
745,355,58,practice
746,355,111,theory
747,356,3,practice
748,356,60,practice
749,356,4,theory
750,357,65,practice
751,357,37,theory
752,358,119,practice
753,358,90,theory
754,359,42,practice
755,359,125,theory
756,360,2,practice
757,360,25,practice
758,360,31,theory
759,361,123,practice
760,361,154,practice
761,361,21,theory
762,362,115,practice
763,362,34,theory
764,363,128,practice
765,363,49,practice
766,363,20,theory
767,364,153,practice
768,364,87,theory
769,365,134,practice
770,365,67,theory
771,366,150,practice
772,366,24,theory
773,367,134,practice
774,367,144,theory
775,368,75,practice
776,368,102,theory
777,369,107,practice
778,369,120,theory
779,370,148,practice
780,370,2,practice
781,370,9,theory
782,371,126,practice
783,371,125,practice
784,371,19,theory
785,372,59,practice
786,372,70,theory
787,373,36,practice
788,373,107,theory
789,374,51,practice
790,374,137,theory
791,375,68,practice
792,375,93,theory
793,376,113,practice
794,376,98,practice
795,376,39,theory
796,377,65,practice
797,377,7,practice
798,377,120,theory
799,378,63,practice
800,378,96,theory
801,379,24,practice
802,379,36,theory
803,380,166,theory
804,381,51,theory
805,382,8,theory
806,383,163,theory
807,384,15,theory
808,385,55,practice
809,385,2,theory
810,386,49,practice
811,386,2,theory
812,387,135,practice
813,387,85,theory
814,388,168,practice
815,388,94,theory
816,389,21,practice
817,389,130,practice
818,389,98,theory
819,390,8,practice
820,390,55,practice
821,390,160,theory
822,391,113,practice
823,391,72,theory
824,392,37,practice
825,392,23,practice
826,392,90,theory
827,393,134,practice
828,393,150,theory
829,394,114,practice
830,394,163,theory
831,395,70,practice
832,395,14,theory
833,396,4,practice
834,396,4,theory
835,397,158,practice
836,397,33,practice
837,397,89,theory
838,398,34,practice
839,398,144,practice
840,398,82,theory
841,399,79,practice
842,399,11,theory
843,400,43,practice
844,400,11,practice
845,400,74,theory
846,401,60,practice
847,401,24,theory
848,402,61,practice
849,402,60,theory
850,403,18,practice
851,403,15,practice
852,403,85,theory
853,404,86,practice
854,404,52,theory
855,405,141,practice
856,405,119,theory
857,406,144,practice
858,406,81,theory
859,407,75,practice
860,407,12,practice
861,407,146,theory
862,408,79,practice
863,408,137,theory
864,409,1,practice
865,409,98,theory
866,410,46,practice
867,410,157,practice
868,410,62,theory
869,411,157,practice
870,411,105,theory
871,412,114,practice
872,412,78,practice
873,412,163,theory
874,413,98,practice
875,413,158,practice
876,413,68,theory
877,414,98,practice
878,414,54,theory
879,415,34,practice
880,415,108,practice
881,415,76,theory
882,416,128,practice
883,416,120,practice
884,416,79,theory
885,417,54,practice
886,417,118,theory
887,418,112,practice
888,418,166,practice
889,418,143,theory
890,419,74,practice
891,419,144,theory
892,420,96,practice
893,420,40,theory
894,421,81,practice
895,421,83,practice
896,421,58,theory
897,422,113,practice
898,422,107,theory
899,423,122,practice
900,423,74,theory
901,424,156,practice
902,424,120,theory
903,425,19,practice
904,425,44,practice
905,425,138,theory
906,426,52,practice
907,426,73,theory
908,427,19,practice
909,427,167,practice
910,427,33,theory
911,428,50,practice
912,428,132,theory
913,429,168,practice
914,429,2,theory
915,430,98,practice
916,430,89,practice
917,430,115,theory
918,431,77,practice
919,431,157,theory
920,432,164,practice
921,432,28,theory
922,433,129,practice
923,433,96,practice
924,433,134,theory
925,434,89,practice
926,434,68,theory
927,435,113,practice
928,435,133,practice
929,435,51,theory
930,436,155,practice
931,436,103,practice
932,436,53,theory
933,437,123,practice
934,437,39,theory
935,438,84,practice
936,438,136,theory
937,439,92,practice
938,439,120,theory
939,440,93,practice
940,440,82,theory
941,441,121,practice
942,441,143,theory
943,442,56,practice
944,442,37,practice
945,442,154,theory
946,443,93,practice
947,443,60,practice
948,443,166,theory
949,444,95,practice
950,444,44,practice
951,444,44,theory
952,445,99,practice
953,445,54,practice
954,445,79,theory
955,446,36,practice
956,446,37,theory
957,447,38,practice
958,447,136,practice
959,447,63,theory
960,448,14,practice
961,448,80,theory
962,449,151,practice
963,449,64,practice
964,449,126,theory
965,450,123,practice
966,450,36,practice
967,450,145,theory
968,451,19,practice
969,451,138,practice
970,451,163,theory
971,452,111,practice
972,452,27,practice
973,452,19,theory
974,453,168,practice
975,453,143,practice
976,453,15,theory
977,454,39,practice
978,454,25,practice
979,454,48,theory
980,455,1,practice
981,455,95,theory
982,456,1,practice
983,456,130,practice
984,456,111,theory
985,457,118,practice
986,457,57,theory
987,458,100,practice
988,458,159,theory
989,459,72,practice
990,459,65,practice
991,459,55,theory
992,460,85,practice
993,460,90,practice
994,460,74,theory
995,461,109,practice
996,461,53,practice
997,461,86,theory
998,462,92,practice
999,462,4,theory
1000,463,94,practice
1001,463,117,practice
1002,463,9,theory
1003,464,105,practice
1004,464,53,practice
1005,464,72,theory
1006,465,118,practice
1007,465,30,practice
1008,465,165,theory
1009,466,21,theory
1010,467,139,theory
1011,468,105,theory
1012,469,71,theory
1013,470,10,theory
1014,471,6,theory
1015,472,1,practice
1016,472,111,practice
1017,472,45,theory
1018,473,149,practice
1019,473,148,practice
1020,473,37,theory
