enrollment_id,instruction_id,enrollment_start_time,enrollment_end_time,enrollment_status,last_modified_date,etl_date
40,40,2019-11-20,2019-12-11,closed,2019-12-18,2019-12-25
41,41,2019-11-30,2019-12-27,closed,2020-01-03,2020-01-10
42,42,2019-12-03,2019-12-27,closed,2020-01-03,2020-01-10
43,43,2019-12-03,2019-12-26,closed,2020-01-02,2020-01-09
44,44,2019-11-29,2019-12-24,closed,2019-12-31,2020-01-07
45,45,2019-11-21,2019-12-12,closed,2019-12-19,2019-12-26
46,46,2019-11-17,2019-12-09,closed,2019-12-16,2019-12-23
47,47,2019-12-03,2019-12-26,closed,2020-01-02,2020-01-09
48,48,2019-11-15,2019-12-09,closed,2019-12-16,2019-12-23
49,49,2019-11-22,2019-12-19,closed,2019-12-26,2020-01-02
50,50,2019-11-19,2019-12-10,closed,2019-12-17,2019-12-24
51,51,2019-12-02,2019-12-28,closed,2020-01-04,2020-01-11
52,52,2019-11-23,2019-12-19,closed,2019-12-26,2020-01-02
53,53,2019-11-22,2019-12-19,closed,2019-12-26,2020-01-02
54,54,2019-11-15,2019-12-11,closed,2019-12-18,2019-12-25
55,55,2019-11-26,2019-12-19,closed,2019-12-26,2020-01-02
56,56,2019-11-27,2019-12-19,closed,2019-12-26,2020-01-02
57,57,2019-11-25,2019-12-17,closed,2019-12-24,2019-12-31
58,58,2019-11-25,2019-12-16,closed,2019-12-23,2019-12-30
59,59,2019-11-20,2019-12-13,closed,2019-12-20,2019-12-27
60,60,2019-11-27,2019-12-25,closed,2020-01-01,2020-01-08
61,61,2019-12-03,2019-12-30,closed,2020-01-06,2020-01-13
62,62,2019-11-17,2019-12-15,closed,2019-12-22,2019-12-29
63,63,2019-11-20,2019-12-17,closed,2019-12-24,2019-12-31
64,64,2019-11-24,2019-12-20,closed,2019-12-27,2020-01-03
65,65,2019-11-28,2019-12-25,closed,2020-01-01,2020-01-08
66,66,2019-11-20,2019-12-12,closed,2019-12-19,2019-12-26
67,67,2019-11-20,2019-12-12,closed,2019-12-19,2019-12-26
68,68,2019-11-15,2019-12-09,closed,2019-12-16,2019-12-23
69,69,2019-11-17,2019-12-10,closed,2019-12-17,2019-12-24
70,70,2019-11-20,2019-12-18,closed,2019-12-25,2020-01-01
71,71,2019-11-24,2019-12-15,closed,2019-12-22,2019-12-29
72,72,2019-11-25,2019-12-18,closed,2019-12-25,2020-01-01
73,73,2019-11-25,2019-12-21,closed,2019-12-28,2020-01-04
74,74,2019-11-28,2019-12-23,closed,2019-12-30,2020-01-06
75,75,2019-11-21,2019-12-13,closed,2019-12-20,2019-12-27
76,76,2019-11-19,2019-12-16,closed,2019-12-23,2019-12-30
77,77,2019-11-19,2019-12-14,closed,2019-12-21,2019-12-28
78,78,2019-11-23,2019-12-21,closed,2019-12-28,2020-01-04
79,79,2019-11-27,2019-12-24,closed,2019-12-31,2020-01-07
80,80,2019-11-24,2019-12-22,closed,2019-12-29,2020-01-05
81,81,2019-11-24,2019-12-17,closed,2019-12-24,2019-12-31
82,82,2019-11-27,2019-12-21,closed,2019-12-28,2020-01-04
83,83,2019-11-18,2019-12-11,closed,2019-12-18,2019-12-25
84,84,2019-11-27,2019-12-22,closed,2019-12-29,2020-01-05
85,85,2019-11-18,2019-12-11,closed,2019-12-18,2019-12-25
86,86,2019-11-27,2019-12-24,closed,2019-12-31,2020-01-07
87,87,2019-11-26,2019-12-19,closed,2019-12-26,2020-01-02
88,88,2019-11-25,2019-12-23,closed,2019-12-30,2020-01-06
89,89,2019-11-27,2019-12-19,closed,2019-12-26,2020-01-02
90,90,2019-11-25,2019-12-18,closed,2019-12-25,2020-01-01
91,91,2019-11-28,2019-12-23,closed,2019-12-30,2020-01-06
92,92,2019-11-23,2019-12-17,closed,2019-12-24,2019-12-31
93,93,2019-11-20,2019-12-14,closed,2019-12-21,2019-12-28
94,94,2019-11-30,2019-12-26,closed,2020-01-02,2020-01-09
95,95,2019-11-28,2019-12-25,closed,2020-01-01,2020-01-08
96,96,2019-11-23,2019-12-20,closed,2019-12-27,2020-01-03
97,97,2019-11-26,2019-12-17,closed,2019-12-24,2019-12-31
98,98,2019-11-28,2019-12-25,closed,2020-01-01,2020-01-08
99,99,2019-11-16,2019-12-11,closed,2019-12-18,2019-12-25
100,100,2019-11-28,2019-12-25,closed,2020-01-01,2020-01-08
101,101,2019-11-15,2019-12-06,closed,2019-12-13,2019-12-20
102,102,2019-11-20,2019-12-18,closed,2019-12-25,2020-01-01
103,103,2019-11-19,2019-12-15,closed,2019-12-22,2019-12-29
104,104,2019-11-20,2019-12-16,closed,2019-12-23,2019-12-30
105,105,2019-11-21,2019-12-16,closed,2019-12-23,2019-12-30
106,106,2019-11-25,2019-12-19,closed,2019-12-26,2020-01-02
107,107,2019-11-24,2019-12-18,closed,2019-12-25,2020-01-01
108,108,2019-11-21,2019-12-19,closed,2019-12-26,2020-01-02
109,109,2019-11-22,2019-12-15,closed,2019-12-22,2019-12-29
110,110,2019-11-25,2019-12-16,closed,2019-12-23,2019-12-30
111,111,2019-11-19,2019-12-12,closed,2019-12-19,2019-12-26
112,112,2019-11-24,2019-12-16,closed,2019-12-23,2019-12-30
113,113,2019-11-21,2019-12-15,closed,2019-12-22,2019-12-29
114,114,2019-11-30,2019-12-26,closed,2020-01-02,2020-01-09
115,115,2019-11-15,2019-12-13,closed,2019-12-20,2019-12-27
116,116,2020-06-29,2020-07-25,closed,2020-08-01,2020-08-08
117,117,2020-06-21,2020-07-17,closed,2020-07-24,2020-07-31
118,118,2020-06-24,2020-07-21,closed,2020-07-28,2020-08-04
119,119,2020-06-20,2020-07-11,closed,2020-07-18,2020-07-25
120,120,2020-06-16,2020-07-07,closed,2020-07-14,2020-07-21
121,121,2020-06-20,2020-07-14,closed,2020-07-21,2020-07-28
122,122,2020-06-22,2020-07-14,closed,2020-07-21,2020-07-28
123,123,2020-06-20,2020-07-14,closed,2020-07-21,2020-07-28
124,124,2020-06-19,2020-07-16,closed,2020-07-23,2020-07-30
125,125,2020-06-29,2020-07-27,closed,2020-08-03,2020-08-10
126,126,2020-06-29,2020-07-27,closed,2020-08-03,2020-08-10
127,127,2020-06-21,2020-07-13,closed,2020-07-20,2020-07-27
128,128,2020-06-23,2020-07-17,closed,2020-07-24,2020-07-31
129,129,2020-06-18,2020-07-14,closed,2020-07-21,2020-07-28
130,130,2020-06-21,2020-07-19,closed,2020-07-26,2020-08-02
131,131,2020-06-22,2020-07-20,closed,2020-07-27,2020-08-03
132,132,2020-06-30,2020-07-27,closed,2020-08-03,2020-08-10
133,133,2020-06-17,2020-07-12,closed,2020-07-19,2020-07-26
134,134,2020-06-22,2020-07-13,closed,2020-07-20,2020-07-27
135,135,2020-07-01,2020-07-29,closed,2020-08-05,2020-08-12
136,136,2020-06-25,2020-07-16,closed,2020-07-23,2020-07-30
137,137,2020-06-27,2020-07-19,closed,2020-07-26,2020-08-02
138,138,2020-06-17,2020-07-13,closed,2020-07-20,2020-07-27
139,139,2020-06-30,2020-07-25,closed,2020-08-01,2020-08-08
140,140,2020-06-26,2020-07-23,closed,2020-07-30,2020-08-06
141,141,2020-06-25,2020-07-17,closed,2020-07-24,2020-07-31
142,142,2020-06-29,2020-07-25,closed,2020-08-01,2020-08-08
143,143,2020-06-21,2020-07-14,closed,2020-07-21,2020-07-28
144,144,2020-06-21,2020-07-14,closed,2020-07-21,2020-07-28
145,145,2020-06-24,2020-07-21,closed,2020-07-28,2020-08-04
146,146,2020-06-15,2020-07-11,closed,2020-07-18,2020-07-25
147,147,2020-06-25,2020-07-23,closed,2020-07-30,2020-08-06
148,148,2020-06-30,2020-07-24,closed,2020-07-31,2020-08-07
149,149,2020-06-24,2020-07-15,closed,2020-07-22,2020-07-29
150,150,2020-06-22,2020-07-14,closed,2020-07-21,2020-07-28
151,151,2020-06-23,2020-07-19,closed,2020-07-26,2020-08-02
152,152,2020-06-25,2020-07-17,closed,2020-07-24,2020-07-31
153,153,2020-06-15,2020-07-13,closed,2020-07-20,2020-07-27
154,154,2020-06-24,2020-07-15,closed,2020-07-22,2020-07-29
155,155,2020-07-02,2020-07-30,closed,2020-08-06,2020-08-13
156,156,2020-06-23,2020-07-19,closed,2020-07-26,2020-08-02
157,157,2020-06-28,2020-07-23,closed,2020-07-30,2020-08-06
158,158,2020-06-23,2020-07-17,closed,2020-07-24,2020-07-31
159,159,2020-06-29,2020-07-23,closed,2020-07-30,2020-08-06
160,160,2020-06-15,2020-07-13,closed,2020-07-20,2020-07-27
161,161,2020-06-25,2020-07-22,closed,2020-07-29,2020-08-05
162,162,2020-06-25,2020-07-19,closed,2020-07-26,2020-08-02
163,163,2020-06-27,2020-07-22,closed,2020-07-29,2020-08-05
164,164,2020-06-24,2020-07-15,closed,2020-07-22,2020-07-29
165,165,2020-06-20,2020-07-16,closed,2020-07-23,2020-07-30
166,166,2020-06-25,2020-07-16,closed,2020-07-23,2020-07-30
167,167,2020-07-02,2020-07-25,closed,2020-08-01,2020-08-08
168,168,2020-06-21,2020-07-13,closed,2020-07-20,2020-07-27
169,169,2020-06-24,2020-07-16,closed,2020-07-23,2020-07-30
170,170,2020-06-27,2020-07-24,closed,2020-07-31,2020-08-07
171,171,2020-11-23,2020-12-21,closed,2020-12-28,2021-01-04
172,172,2020-11-28,2020-12-22,closed,2020-12-29,2021-01-05
173,173,2020-11-23,2020-12-20,closed,2020-12-27,2021-01-03
174,174,2020-11-30,2020-12-22,closed,2020-12-29,2021-01-05
175,175,2020-11-29,2020-12-26,closed,2021-01-02,2021-01-09
176,176,2020-11-19,2020-12-15,closed,2020-12-22,2020-12-29
177,177,2020-11-25,2020-12-17,closed,2020-12-24,2020-12-31
178,178,2020-11-22,2020-12-19,closed,2020-12-26,2021-01-02
179,179,2020-11-29,2020-12-27,closed,2021-01-03,2021-01-10
180,180,2020-11-17,2020-12-13,closed,2020-12-20,2020-12-27
181,181,2020-11-30,2020-12-25,closed,2021-01-01,2021-01-08
182,182,2020-11-27,2020-12-21,closed,2020-12-28,2021-01-04
183,183,2020-11-26,2020-12-22,closed,2020-12-29,2021-01-05
184,184,2020-11-23,2020-12-20,closed,2020-12-27,2021-01-03
185,185,2020-12-01,2020-12-28,closed,2021-01-04,2021-01-11
186,186,2020-12-01,2020-12-29,closed,2021-01-05,2021-01-12
187,187,2020-11-24,2020-12-16,closed,2020-12-23,2020-12-30
188,188,2020-11-23,2020-12-15,closed,2020-12-22,2020-12-29
189,189,2020-11-19,2020-12-16,closed,2020-12-23,2020-12-30
190,190,2020-11-26,2020-12-18,closed,2020-12-25,2021-01-01
191,191,2020-11-19,2020-12-14,closed,2020-12-21,2020-12-28
192,192,2020-11-26,2020-12-18,closed,2020-12-25,2021-01-01
193,193,2020-11-19,2020-12-13,closed,2020-12-20,2020-12-27
194,194,2020-11-25,2020-12-23,closed,2020-12-30,2021-01-06
195,195,2020-11-28,2020-12-26,closed,2021-01-02,2021-01-09
196,196,2020-11-28,2020-12-24,closed,2020-12-31,2021-01-07
197,197,2020-11-19,2020-12-16,closed,2020-12-23,2020-12-30
198,198,2020-11-16,2020-12-07,closed,2020-12-14,2020-12-21
199,199,2020-11-23,2020-12-20,closed,2020-12-27,2021-01-03
200,200,2020-11-25,2020-12-16,closed,2020-12-23,2020-12-30
201,201,2020-11-29,2020-12-23,closed,2020-12-30,2021-01-06
202,202,2020-11-18,2020-12-16,closed,2020-12-23,2020-12-30
203,203,2020-11-26,2020-12-18,closed,2020-12-25,2021-01-01
204,204,2020-11-27,2020-12-19,closed,2020-12-26,2021-01-02
205,205,2020-11-15,2020-12-07,closed,2020-12-14,2020-12-21
206,206,2020-11-17,2020-12-14,closed,2020-12-21,2020-12-28
207,207,2020-11-27,2020-12-22,closed,2020-12-29,2021-01-05
208,208,2020-11-26,2020-12-17,closed,2020-12-24,2020-12-31
209,209,2020-11-15,2020-12-08,closed,2020-12-15,2020-12-22
210,210,2020-11-23,2020-12-18,closed,2020-12-25,2021-01-01
211,211,2020-11-21,2020-12-14,closed,2020-12-21,2020-12-28
212,212,2020-11-25,2020-12-19,closed,2020-12-26,2021-01-02
213,213,2020-11-20,2020-12-17,closed,2020-12-24,2020-12-31
214,214,2020-11-29,2020-12-21,closed,2020-12-28,2021-01-04
215,215,2020-11-27,2020-12-24,closed,2020-12-31,2021-01-07
216,216,2020-11-16,2020-12-12,closed,2020-12-19,2020-12-26
217,217,2020-11-27,2020-12-19,closed,2020-12-26,2021-01-02
218,218,2020-11-15,2020-12-11,closed,2020-12-18,2020-12-25
219,219,2020-11-23,2020-12-19,closed,2020-12-26,2021-01-02
220,220,2020-11-19,2020-12-11,closed,2020-12-18,2020-12-25
221,221,2020-11-28,2020-12-24,closed,2020-12-31,2021-01-07
222,222,2020-11-19,2020-12-11,closed,2020-12-18,2020-12-25
223,223,2020-11-16,2020-12-08,closed,2020-12-15,2020-12-22
224,224,2020-11-16,2020-12-11,closed,2020-12-18,2020-12-25
225,225,2020-11-22,2020-12-17,closed,2020-12-24,2020-12-31
226,226,2020-11-19,2020-12-16,closed,2020-12-23,2020-12-30
227,227,2020-11-28,2020-12-21,closed,2020-12-28,2021-01-04
228,228,2020-11-22,2020-12-15,closed,2020-12-22,2020-12-29
229,229,2020-11-30,2020-12-22,closed,2020-12-29,2021-01-05
230,230,2020-12-01,2020-12-23,closed,2020-12-30,2021-01-06
231,231,2020-11-29,2020-12-25,closed,2021-01-01,2021-01-08
232,232,2020-11-22,2020-12-13,closed,2020-12-20,2020-12-27
233,233,2020-11-25,2020-12-23,closed,2020-12-30,2021-01-06
234,234,2020-12-02,2020-12-24,closed,2020-12-31,2021-01-07
235,235,2020-11-29,2020-12-21,closed,2020-12-28,2021-01-04
236,236,2020-11-21,2020-12-19,closed,2020-12-26,2021-01-02
237,237,2020-11-24,2020-12-15,closed,2020-12-22,2020-12-29
238,238,2020-11-26,2020-12-23,closed,2020-12-30,2021-01-06
239,239,2020-11-15,2020-12-12,closed,2020-12-19,2020-12-26
240,240,2020-11-22,2020-12-15,closed,2020-12-22,2020-12-29
241,241,2020-11-27,2020-12-25,closed,2021-01-01,2021-01-08
242,242,2020-11-24,2020-12-19,closed,2020-12-26,2021-01-02
243,243,2020-11-16,2020-12-10,closed,2020-12-17,2020-12-24
244,244,2020-11-17,2020-12-15,closed,2020-12-22,2020-12-29
245,245,2020-11-30,2020-12-21,closed,2020-12-28,2021-01-04
246,246,2020-12-01,2020-12-28,closed,2021-01-04,2021-01-11
247,247,2020-11-15,2020-12-06,closed,2020-12-13,2020-12-20
248,248,2020-11-25,2020-12-17,closed,2020-12-24,2020-12-31
249,249,2020-11-20,2020-12-14,closed,2020-12-21,2020-12-28
250,250,2020-11-25,2020-12-22,closed,2020-12-29,2021-01-05
251,251,2020-11-21,2020-12-18,closed,2020-12-25,2021-01-01
252,252,2020-11-23,2020-12-16,closed,2020-12-23,2020-12-30
253,253,2020-11-28,2020-12-23,closed,2020-12-30,2021-01-06
254,254,2020-11-17,2020-12-11,closed,2020-12-18,2020-12-25
255,255,2020-11-14,2020-12-10,closed,2020-12-17,2020-12-24
256,256,2020-11-26,2020-12-23,closed,2020-12-30,2021-01-06
257,257,2021-06-26,2021-07-21,closed,2021-07-28,2021-08-04
258,258,2021-06-19,2021-07-11,closed,2021-07-18,2021-07-25
259,259,2021-06-25,2021-07-20,closed,2021-07-27,2021-08-03
260,260,2021-07-01,2021-07-25,closed,2021-08-01,2021-08-08
261,261,2021-07-02,2021-07-25,closed,2021-08-01,2021-08-08
262,262,2021-06-23,2021-07-16,closed,2021-07-23,2021-07-30
263,263,2021-06-26,2021-07-23,closed,2021-07-30,2021-08-06
264,264,2021-06-18,2021-07-14,closed,2021-07-21,2021-07-28
265,265,2021-06-20,2021-07-11,closed,2021-07-18,2021-07-25
266,266,2021-06-14,2021-07-06,closed,2021-07-13,2021-07-20
267,267,2021-06-23,2021-07-19,closed,2021-07-26,2021-08-02
268,268,2021-06-27,2021-07-22,closed,2021-07-29,2021-08-05
269,269,2021-06-25,2021-07-21,closed,2021-07-28,2021-08-04
270,270,2021-06-22,2021-07-19,closed,2021-07-26,2021-08-02
271,271,2021-06-25,2021-07-17,closed,2021-07-24,2021-07-31
272,272,2021-06-21,2021-07-19,closed,2021-07-26,2021-08-02
273,273,2021-06-28,2021-07-25,closed,2021-08-01,2021-08-08
274,274,2021-06-20,2021-07-14,closed,2021-07-21,2021-07-28
275,275,2021-07-01,2021-07-26,closed,2021-08-02,2021-08-09
276,276,2021-06-30,2021-07-26,closed,2021-08-02,2021-08-09
277,277,2021-06-17,2021-07-15,closed,2021-07-22,2021-07-29
278,278,2021-06-29,2021-07-23,closed,2021-07-30,2021-08-06
279,279,2021-06-21,2021-07-17,closed,2021-07-24,2021-07-31
280,280,2021-06-13,2021-07-05,closed,2021-07-12,2021-07-19
281,281,2021-06-27,2021-07-25,closed,2021-08-01,2021-08-08
282,282,2021-06-17,2021-07-08,closed,2021-07-15,2021-07-22
283,283,2021-06-22,2021-07-13,closed,2021-07-20,2021-07-27
284,284,2021-06-25,2021-07-20,closed,2021-07-27,2021-08-03
285,285,2021-06-14,2021-07-06,closed,2021-07-13,2021-07-20
286,286,2021-06-25,2021-07-21,closed,2021-07-28,2021-08-04
287,287,2021-06-27,2021-07-25,closed,2021-08-01,2021-08-08
288,288,2021-06-28,2021-07-21,closed,2021-07-28,2021-08-04
289,289,2021-06-21,2021-07-15,closed,2021-07-22,2021-07-29
290,290,2021-06-21,2021-07-14,closed,2021-07-21,2021-07-28
291,291,2021-06-30,2021-07-26,closed,2021-08-02,2021-08-09
292,292,2021-06-21,2021-07-18,closed,2021-07-25,2021-08-01
293,293,2021-06-27,2021-07-21,closed,2021-07-28,2021-08-04
294,294,2021-06-25,2021-07-20,closed,2021-07-27,2021-08-03
295,295,2021-06-23,2021-07-20,closed,2021-07-27,2021-08-03
296,296,2021-06-18,2021-07-16,closed,2021-07-23,2021-07-30
297,297,2021-06-16,2021-07-12,closed,2021-07-19,2021-07-26
298,298,2021-07-03,2021-07-29,closed,2021-08-05,2021-08-12
299,299,2021-06-28,2021-07-20,closed,2021-07-27,2021-08-03
300,300,2021-06-21,2021-07-18,closed,2021-07-25,2021-08-01
301,301,2021-06-15,2021-07-10,closed,2021-07-17,2021-07-24
302,302,2021-11-22,2021-12-17,closed,2021-12-24,2021-12-31
303,303,2021-11-21,2021-12-12,closed,2021-12-19,2021-12-26
304,304,2021-11-20,2021-12-14,closed,2021-12-21,2021-12-28
305,305,2021-11-19,2021-12-11,closed,2021-12-18,2021-12-25
306,306,2021-12-01,2021-12-22,closed,2021-12-29,2022-01-05
307,307,2021-11-20,2021-12-17,closed,2021-12-24,2021-12-31
308,308,2021-11-18,2021-12-16,closed,2021-12-23,2021-12-30
309,309,2021-11-28,2021-12-20,closed,2021-12-27,2022-01-03
310,310,2021-11-26,2021-12-19,closed,2021-12-26,2022-01-02
311,311,2021-11-17,2021-12-09,closed,2021-12-16,2021-12-23
312,312,2021-11-27,2021-12-22,closed,2021-12-29,2022-01-05
313,313,2021-11-30,2021-12-26,closed,2022-01-02,2022-01-09
314,314,2021-11-23,2021-12-19,closed,2021-12-26,2022-01-02
315,315,2021-11-29,2021-12-24,closed,2021-12-31,2022-01-07
316,316,2021-11-21,2021-12-14,closed,2021-12-21,2021-12-28
317,317,2021-11-26,2021-12-24,closed,2021-12-31,2022-01-07
318,318,2021-11-19,2021-12-10,closed,2021-12-17,2021-12-24
319,319,2021-11-19,2021-12-14,closed,2021-12-21,2021-12-28
320,320,2021-11-30,2021-12-27,closed,2022-01-03,2022-01-10
321,321,2021-11-24,2021-12-20,closed,2021-12-27,2022-01-03
322,322,2021-11-19,2021-12-11,closed,2021-12-18,2021-12-25
323,323,2021-11-29,2021-12-23,closed,2021-12-30,2022-01-06
324,324,2021-11-25,2021-12-18,closed,2021-12-25,2022-01-01
325,325,2021-11-20,2021-12-13,closed,2021-12-20,2021-12-27
326,326,2021-11-21,2021-12-12,closed,2021-12-19,2021-12-26
327,327,2021-11-30,2021-12-23,closed,2021-12-30,2022-01-06
328,328,2021-11-20,2021-12-13,closed,2021-12-20,2021-12-27
329,329,2021-11-27,2021-12-20,closed,2021-12-27,2022-01-03
330,330,2021-11-27,2021-12-18,closed,2021-12-25,2022-01-01
331,331,2021-11-24,2021-12-16,closed,2021-12-23,2021-12-30
332,332,2021-11-20,2021-12-15,closed,2021-12-22,2021-12-29
333,333,2021-11-29,2021-12-20,closed,2021-12-27,2022-01-03
334,334,2021-11-15,2021-12-06,closed,2021-12-13,2021-12-20
335,335,2021-11-29,2021-12-23,closed,2021-12-30,2022-01-06
336,336,2021-11-16,2021-12-08,closed,2021-12-15,2021-12-22
337,337,2021-11-21,2021-12-13,closed,2021-12-20,2021-12-27
338,338,2021-11-22,2021-12-16,closed,2021-12-23,2021-12-30
339,339,2021-11-26,2021-12-20,closed,2021-12-27,2022-01-03
340,340,2021-11-23,2021-12-18,closed,2021-12-25,2022-01-01
341,341,2021-11-23,2021-12-18,closed,2021-12-25,2022-01-01
342,342,2021-11-28,2021-12-26,closed,2022-01-02,2022-01-09
343,343,2021-11-18,2021-12-10,closed,2021-12-17,2021-12-24
344,344,2021-11-29,2021-12-23,closed,2021-12-30,2022-01-06
345,345,2021-11-22,2021-12-14,closed,2021-12-21,2021-12-28
346,346,2021-11-23,2021-12-16,closed,2021-12-23,2021-12-30
347,347,2021-11-24,2021-12-16,closed,2021-12-23,2021-12-30
348,348,2021-11-21,2021-12-14,closed,2021-12-21,2021-12-28
349,349,2021-11-19,2021-12-13,closed,2021-12-20,2021-12-27
350,350,2021-11-19,2021-12-12,closed,2021-12-19,2021-12-26
351,351,2021-11-20,2021-12-18,closed,2021-12-25,2022-01-01
352,352,2021-11-26,2021-12-21,closed,2021-12-28,2022-01-04
353,353,2021-11-16,2021-12-11,closed,2021-12-18,2021-12-25
354,354,2021-11-24,2021-12-17,closed,2021-12-24,2021-12-31
355,355,2021-11-20,2021-12-15,closed,2021-12-22,2021-12-29
356,356,2021-11-19,2021-12-11,closed,2021-12-18,2021-12-25
357,357,2021-11-19,2021-12-10,closed,2021-12-17,2021-12-24
358,358,2021-11-24,2021-12-16,closed,2021-12-23,2021-12-30
359,359,2021-11-25,2021-12-22,closed,2021-12-29,2022-01-05
360,360,2021-11-23,2021-12-21,closed,2021-12-28,2022-01-04
361,361,2021-12-03,2021-12-28,closed,2022-01-04,2022-01-11
362,362,2021-11-25,2021-12-17,closed,2021-12-24,2021-12-31
363,363,2021-11-25,2021-12-16,closed,2021-12-23,2021-12-30
364,364,2021-12-04,2021-12-26,closed,2022-01-02,2022-01-09
365,365,2021-11-21,2021-12-19,closed,2021-12-26,2022-01-02
366,366,2021-12-01,2021-12-26,closed,2022-01-02,2022-01-09
367,367,2021-11-27,2021-12-18,closed,2021-12-25,2022-01-01
368,368,2021-12-01,2021-12-28,closed,2022-01-04,2022-01-11
369,369,2021-11-27,2021-12-24,closed,2021-12-31,2022-01-07
370,370,2021-12-02,2021-12-26,closed,2022-01-02,2022-01-09
371,371,2021-11-21,2021-12-12,closed,2021-12-19,2021-12-26
372,372,2021-11-21,2021-12-16,closed,2021-12-23,2021-12-30
373,373,2021-11-16,2021-12-08,closed,2021-12-15,2021-12-22
374,374,2021-11-24,2021-12-17,closed,2021-12-24,2021-12-31
375,375,2021-11-24,2021-12-22,closed,2021-12-29,2022-01-05
376,376,2021-11-25,2021-12-16,closed,2021-12-23,2021-12-30
377,377,2021-11-21,2021-12-15,closed,2021-12-22,2021-12-29
378,378,2021-11-16,2021-12-09,closed,2021-12-16,2021-12-23
379,379,2021-11-15,2021-12-11,closed,2021-12-18,2021-12-25
380,380,2022-06-25,2022-07-22,closed,2022-07-29,2022-08-05
381,381,2022-06-14,2022-07-08,closed,2022-07-15,2022-07-22
382,382,2022-06-22,2022-07-15,closed,2022-07-22,2022-07-29
383,383,2022-06-28,2022-07-22,closed,2022-07-29,2022-08-05
384,384,2022-06-26,2022-07-19,closed,2022-07-26,2022-08-02
385,385,2022-07-03,2022-07-25,closed,2022-08-01,2022-08-08
386,386,2022-06-22,2022-07-14,closed,2022-07-21,2022-07-28
387,387,2022-06-20,2022-07-17,closed,2022-07-24,2022-07-31
388,388,2022-06-20,2022-07-15,closed,2022-07-22,2022-07-29
389,389,2022-06-22,2022-07-13,closed,2022-07-20,2022-07-27
390,390,2022-06-27,2022-07-24,closed,2022-07-31,2022-08-07
391,391,2022-06-27,2022-07-20,closed,2022-07-27,2022-08-03
392,392,2022-07-02,2022-07-23,closed,2022-07-30,2022-08-06
393,393,2022-06-27,2022-07-18,closed,2022-07-25,2022-08-01
394,394,2022-06-25,2022-07-23,closed,2022-07-30,2022-08-06
395,395,2022-06-27,2022-07-22,closed,2022-07-29,2022-08-05
396,396,2022-06-22,2022-07-15,closed,2022-07-22,2022-07-29
397,397,2022-06-29,2022-07-24,closed,2022-07-31,2022-08-07
